"TAX","Revenue category","GOV","Level of government","YEA","Year","Value","Flag Codes","Flags"
"1110","1110 On income and profits of individuals","FED","Federal or Central government","1997","1997",4312.451,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","1998","1998",4014.095,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","1999","1999",5760.587,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2000","2000",6621.46,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2001","2001",7875.531,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2002","2002",10215.812,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2003","2003",15555.238,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2004","2004",20682.344,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2005","2005",24587.264,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2006","2006",35093.347,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2007","2007",48079.382,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2008","2008",63399.748,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2009","2009",81594.804,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2010","2010",102037.426,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2011","2011",124133.333,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2012","2012",157814.061,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2013","2013",182996.1,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2014","2014",193211.689,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2015","2015",224553,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2016","2016",253892.689,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2017","2017",278076.081,,
"1110","1110 On income and profits of individuals","FED","Federal or Central government","2018","2018",312070.428,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","1996","1996",1.677,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","1997","1997",1.748,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","1998","1998",2.623,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","1999","1999",2.415,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2000","2000",2.994,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2001","2001",3.045,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2002","2002",4.358,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2003","2003",2.049,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2004","2004",5.752,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2005","2005",6.128,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2006","2006",6.038,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2007","2007",6.358,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2008","2008",3.566,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2009","2009",3.948,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2010","2010",4.331,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2011","2011",5.466,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2012","2012",6.579,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2013","2013",8.149,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2014","2014",8.518,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2015","2015",9.155,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2016","2016",11.461,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2017","2017",11.488,,
"2310","2310 On a payroll basis of self/non-employed SSC","NES","Total","2018","2018",12.784,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","1996","1996",1224.689,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","1997","1997",1914.867,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","1998","1998",2473.379,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","1999","1999",2924.519,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2000","2000",3423.323,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2001","2001",3803.204,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2002","2002",4297.3,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2003","2003",5853.336,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2004","2004",10799.183,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2005","2005",11987.538,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2006","2006",11410.921,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2007","2007",16611.434,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2008","2008",23248.169,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2009","2009",25741.353,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2010","2010",28234.538,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2011","2011",35635.508,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2012","2012",42890.413,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2013","2013",53123.306,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2014","2014",55529.815,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2015","2015",59686.813,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2016","2016",74716.575,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2017","2017",74896.986,,
"2000","2000 Social security contributions (SSC)","SOCSEC","Social Security Funds","2018","2018",83344.08,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","1996","1996",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","1997","1997",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","1998","1998",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","1999","1999",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2000","2000",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2001","2001",1.882,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2002","2002",0.089,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2003","2003",0.019,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2004","2004",0.202,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2005","2005",1.321,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2006","2006",0.267,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2007","2007",1.416,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2008","2008",1.677,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2009","2009",1.227,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2010","2010",0.175,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2011","2011",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2012","2012",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2013","2013",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2014","2014",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2015","2015",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2016","2016",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2017","2017",0,,
"4600","4600 Other recurrent taxes on property except 4100 and 4200","NES","Total","2018","2018",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","1996","1996",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","1997","1997",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","1998","1998",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","1999","1999",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2000","2000",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2001","2001",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2002","2002",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2003","2003",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2004","2004",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2005","2005",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2006","2006",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2007","2007",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2008","2008",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2009","2009",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2010","2010",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2011","2011",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2012","2012",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2013","2013",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2014","2014",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2015","2015",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2016","2016",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2017","2017",0,,
"5300","5300 Unallocable between 5100 and 5200","NES","Total","2018","2018",0,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","1996","1996",314.112,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","1997","1997",397.536,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","1998","1998",483.092,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","1999","1999",626.02,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","2000","2000",636.41,,
"5200","5200 Taxes on use of goods and perform activities","FED","Federal or Central government","2001","2001",623.982,,
